S.No.,sofifa_id,short_name,long_name,Market_Value_DV,Wages_DV,age,pace,shooting,passing,dribbling,defending,physic,Mins_Total,Goals_total,Assists_Total,Shots_per_game_total,Yellow_Cards_Total,Red_Cards_Total,Aerial_Battles_Won_Per_Game_Total,Man_of_The_Match_Total,Market_Value_IV,Wages_IV,Player_international_reputation,weak_foot,Club_Int_Prestige,Club_Domestic_Prestige,Player_Continent,Club_Continent,preferred_foot,Position_Final
39,189509,Thiago,Thiago Alcântara do Nascimento,50,180,8.583005244,2380,2737.5,3612,242999.6667,2380,83348.66667,2797,2,7,0.75965266,6,0,0.945907468,3,3.912023005,5.192956851,3,3,9,10,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
40,235243,M. de Ligt,Matthijs de Ligt,50,80,6.717797887,2244,1681.5,2177.5,104810.3333,3444,197567.6667,3960,5,1,1,3,0,1.33700647,3,3.912023005,4.382026635,3,4,10,10,Europe,Europe Tier 1,Right,Defense
41,208421,Saúl,Saúl Ñíguez Esclápez,49.5,80,7.797958971,2449.5,3041.5,3120,177146.6667,3041.5,158183.6667,3556,5,1,1.046537395,11,0,1.203180939,5,3.90197267,4.382026635,3,4,9,9,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
42,212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,49,20,7.797958971,2964,3444,3784,204708,2112,135074.3333,3645,23,14,1.22150105,12,0,0.735088936,10,3.891820298,2.995732274,2,4,4,9,Europe,Europe Tier 2,Right,Midfield (Attacking/Defensive)
43,212622,J. Kimmich,Joshua Kimmich,48,120,7.797958971,2591.5,2380,3697.5,197567.6667,3120,158183.6667,3690,2,15,0.681239039,7,0,0.759652631,4,3.871201011,4.787491743,3,4,9,10,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
44,179813,E. Cavani,Edinson Roberto Cavani Gómez,47,190,9.313708499,2812,3697.5,2591.5,164346,1512,190595.3333,2091,20,6,1.122942005,1,0,0.245883969,2,3.850147602,5.247024072,4,4,9,10,South America,Europe Tier 1,Right,"Attacking Midfield,Forward"
45,231866,Rodri,Rodrigo Hernández Cascante,47,150,7.591663047,2244,2311.5,2964,152177.3333,3361.5,170666.3333,3349,3,1,0.681239039,5,0,1.114385106,3,3.850147602,5.010635294,2,4,9,10,Europe,Europe Tier 1,Right,Defensive Midfield
46,189242,Coutinho,Philippe Coutinho Correia,46.5,170,8.392304845,3120,3199.5,3527.5,242999.6667,1351.5,87381,2883,8,5,1.169545181,2,0,0.367006838,1,3.839452313,5.135798437,3,4,10,10,South America,Europe Tier 1,Right,Midfield (Attacking/Defensive)
47,212190,N. Süle,Niklas Süle,46.5,110,7.591663047,2591.5,881.5,1512,41666.33333,3697.5,183789,3103,2,0,0.549047514,3,0,1.190223664,0,3.839452313,4.700480366,2,3,9,10,Europe,Europe Tier 1,Right,Defense
48,193301,A. Lacazette,Alexandre Lacazette,46,160,8.583005244,3361.5,3612,2812,212018.3333,799.5,135074.3333,3158,18,10,1.131255491,4,1,0.881965978,6,3.828641396,5.075173815,3,4,7,7,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
49,192505,R. Lukaku,Romelu Lukaku,46,110,8.198039027,2812,3361.5,2664,124415.6667,612,197567.6667,2676,14,1,0.974021674,5,0,1.183503419,3,3.828641396,4.700480366,3,4,7,9,Europe,Europe Tier 1,Left,"Attacking Midfield,Forward"
50,201399,M. Icardi,Mauro Emanuel Icardi Rivero,46,140,8.198039027,2812,3527.5,1860,152177.3333,647.5,109502.6667,2810,15,4,1.244071054,0,0,1.139337042,3,3.828641396,4.941642423,3,4,7,9,South America,Europe Tier 1,Right,Forward
51,235790,K. Havertz,Kai Havertz,46,70,6.94427191,3527.5,3041.5,3120,197567.6667,967.5,91541.33333,3324,20,6,1.238612991,2,0,0.974021674,3,3.828641396,4.248495242,1,4,6,7,Europe,Europe Tier 1,Left,"Attacking Midfield,Forward"
52,177003,L. Modric,Luka Modric,45,325,9.489125293,2737.5,2887.5,3960,234989.3333,2591.5,95831.66667,3085,3,7,0.899036267,7,0,0.466070017,1,3.80666249,5.783825182,4,4,10,10,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
53,165153,K. Benzema,Karim Benzema,45,275,9.135528726,2887.5,3361.5,3199.5,212018.3333,760,152177.3333,3552,25,8,1.215535459,1,0,0.899036267,9,3.80666249,5.616771098,4,4,10,10,Europe,Europe Tier 1,Right,Forward
54,201535,R. Varane,Raphaël Varane,45,200,8.198039027,3444,1012,1921.5,83348.66667,3612,170666.3333,3117,2,0,0.75965266,1,1,1.238613018,0,3.80666249,5.298317367,3,3,10,10,Europe,Europe Tier 1,Right,Defense
55,220440,C. Lenglet,Clément Lenglet,45,170,7.797958971,2812,1012,2311.5,91541.33333,3697.5,170666.3333,2934,1,0,0.585786438,10,1,1.057190958,1,3.80666249,5.135798437,2,4,10,10,Europe,Europe Tier 1,Left,Defense
56,209499,Fabinho,Fábio Henrique Tavares,45,120,8,2311.5,2380,3041.5,152177.3333,3612,190595.3333,2740,1,2,0.549047514,9,0,1.105572809,1,3.80666249,4.787491743,3,2,10,9,South America,Europe Tier 1,Right,"Defensive Midfield,Defense"
57,216460,J. Giménez,José María Giménez de Vargas,45,70,7.797958971,2380,1012,1351.5,52487.66667,3697.5,183789,2134,2,0,0.681239039,8,0,1.176613037,1,3.80666249,4.248495242,2,3,9,9,South America,Europe Tier 1,Right,Defense
58,208670,H. Ziyech,Hakim Ziyech,45,40,8.198039027,3199.5,2812,3697.5,190595.3333,1249.5,95831.66667,3398,19,16,1.407651112,5,0,0.367006838,12,3.80666249,3.688879454,3,2,7,10,Africa,Europe Tier 2,Left,Midfield (Attacking/Defensive)
59,192387,C. Immobile,Ciro Immobile,44.5,100,8.770329614,3199.5,3612,1984,177146.6667,760,146325,3246,16,10,1.233035022,8,0,0.681239039,5,3.795489189,4.605170186,3,4,6,7,Europe,Europe Tier 1,Right,Forward
60,233049,J. Sancho,Jadon Sancho,44.5,60,6.717797887,3871.5,2591.5,2964,242999.6667,647.5,71999.66667,2902,13,15,0.75965266,3,0,0,7,3.795489189,4.094344562,2,4,7,9,Europe,Europe Tier 1,Right,Attacking Midfield
61,189596,T. Müller,Thomas Müller,43.5,170,8.770329614,2591.5,3444,3120,158183.6667,1512,119303.3333,2745,6,10,1.024099933,1,1,1.046537395,3,3.772760938,5.135798437,4,4,9,10,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
62,216267,A. Robertson,Andrew Robertson,43.5,120,8,3612,1921.5,2964,164346,3199.5,140624.6667,4228,0,13,0.549047491,7,0,0.619868889,1,3.772760938,4.787491743,1,2,10,9,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
63,231443,O. Dembélé,Ousmane Dembélé,42.5,190,7.38083152,4324,3120,3199.5,219500.6667,647.5,61730.66667,2090,11,6,1.067495182,1,0,0.466070017,4,3.749504076,5.247024072,3,5,10,10,Europe,Europe Tier 1,Left,Attacking Midfield
64,180206,M. Pjanic,Miralem Pjanic,42.5,180,8.770329614,2311.5,2311.5,3784,204708,2812,100254,3103,4,7,0.930955032,6,1,0.50928802,3,3.749504076,5.192956851,3,4,10,10,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
65,211117,D. Alli,Bamidele Alli,41.5,110,7.591663047,2591.5,3280,3120,183789,2520,164346,2544,5,6,1.077468797,4,0,0.782838772,1,3.725693427,4.700480366,3,3,7,8,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
66,230658,Arthur,Arthur Henrique Ramos Oliveira Melo,41,180,7.38083152,2380,2520,3280,212018.3333,2664,114333,2008,0,1,0.174258144,3,0,0.174258144,0,3.713572067,5.192956851,2,3,10,10,South America,Europe Tier 1,Right,Defensive Midfield
67,184087,T. Alderweireld,Toby Alderweireld,41,150,8.95445115,2047.5,1512,2591.5,95831.66667,3871.5,164346,4004,0,0,0.709005577,5,0,1.077468797,0,3.713572067,5.010635294,3,3,7,8,Europe,Europe Tier 1,Right,Defense
68,178603,M. Hummels,Mats  Hummels,41,130,8.95445115,1300,1681.5,2887.5,124415.6667,3960,146325,2316,2,1,0.759652631,2,0,1.301569716,0,3.713572067,4.86753445,4,3,7,9,Europe,Europe Tier 1,Right,Defense
69,189513,Parejo,Daniel Parejo Muñoz,41,70,8.95445115,840,3199.5,3871.5,164346,2449.5,109502.6667,4071,10,7,1.087129089,10,1,0.65160029,9,3.713572067,4.248495242,2,4,6,8,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
70,198710,J. Rodríguez,James David Rodríguez Rubio,40.5,225,8.392304845,1512,3697.5,3784,212018.3333,1249.5,83348.66667,1479,7,4,0.974021641,3,0,0.309691494,3,3.701301974,5.416100402,4,2,10,10,South America,Europe Tier 1,Left,Attacking Midfield
71,213345,K. Coman,Kingsley Coman,40.5,120,7.591663047,4231.5,2887.5,2964,219500.6667,420,71999.66667,1521,7,4,0.88196602,2,0,0.418861182,2,3.701301974,4.787491743,2,3,9,10,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
72,202556,M. Depay,Memphis Depay,40.5,110,8,3784,3199.5,3280,197567.6667,511.5,158183.6667,3355,11,14,1.190223664,5,0,0.418861182,3,3.701301974,4.700480366,3,3,6,9,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
73,212194,J. Brandt,Julian Brandt,40.5,90,7.591663047,3361.5,3041.5,3280,204708,799.5,104810.3333,3083,8,12,1.077468797,0,0,0.899036227,3,3.701301974,4.49980967,2,4,7,9,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
74,193747,Koke,Jorge Resurrección Merodio,40.5,90,8.392304845,2311.5,2812,3697.5,183789,2737.5,164346,3151,5,5,0.759652631,8,1,0.50928802,1,3.701301974,4.49980967,3,4,9,9,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
75,189332,Jordi Alba,Jordi Alba Ramos,40,225,8.95445115,4049.5,2380,3280,190595.3333,3120,129672,3978,3,13,0.549047491,8,0,0.585786438,1,3.688879454,5.416100402,3,3,10,10,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
76,175943,D. Mertens,Dries Mertens,40,130,9.313708499,3871.5,3444,3199.5,251190,612,49625.33333,2989,19,13,1.305789873,2,0,0.309691494,4,3.688879454,4.86753445,3,4,7,9,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
77,209658,L. Goretzka,Leon Goretzka,40,120,7.797958971,3280,2964,3199.5,177146.6667,2812,164346,2347,8,4,1,3,0,0.899036227,1,3.688879454,4.787491743,3,4,9,10,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
78,206113,S. Gnabry,Serge Gnabry,39.5,120,7.591663047,4049.5,3361.5,2812,212018.3333,924,109502.6667,2222,10,6,1.154845774,1,0,0.245883969,3,3.676300672,4.787491743,2,4,9,10,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
79,183898,A. Di María,Ángel Fabián Di María Hernández,39,150,9.135528726,3527.5,3120,3527.5,219500.6667,1151.5,104810.3333,3000,14,14,1.215535459,3,0,0.367006838,3,3.663561646,5.010635294,4,2,9,10,South America,Europe Tier 1,Left,"Attacking Midfield,Forward"
80,216594,N. Fekir,Nabil Fekir,39,40,8,3041.5,3361.5,3280,227157,544,152177.3333,2497,12,9,1.309934445,8,0,0.681239039,7,3.663561646,3.688879454,3,3,2,5,Europe,Europe Tier 1,Left,"Attacking Midfield,Forward"
81,152729,Piqué,Gerard Piqué Bernabéu,38,275,9.313708499,1567.5,1860,2591.5,104810.3333,3871.5,170666.3333,4140,6,2,0.466070017,7,0,1.203180939,1,3.63758616,5.616771098,4,3,10,10,Europe,Europe Tier 1,Right,Defense
82,168651,I. Rakitic,Ivan Rakitic,38,250,9.135528726,1921.5,3280,3697.5,177146.6667,2737.5,114333,3664,4,7,0.974021674,7,1,0.782838772,1,3.63758616,5.521460918,4,4,10,10,Europe,Europe Tier 1,Right,Midfield (Attacking/Defensive)
83,204963,Carvajal,Daniel Carvajal Ramos,38,200,8.392304845,3280,1104,3041.5,177146.6667,3361.5,170666.3333,2525,1,3,0.65160029,11,0,0.681239039,1,3.63758616,5.298317367,3,3,10,10,Europe,Europe Tier 1,Right,Defense
84,197445,D. Alaba,David Olatukunbo Alaba,38,130,8.392304845,3444,2664,3280,170666.3333,3199.5,146325,3164,3,5,0.864076314,4,0,1.012270392,1,3.63758616,4.86753445,4,4,9,10,Europe,Europe Tier 1,Left,"Defensive Midfield,Defense"
85,199914,Allan,Allan Marques Loureiro,38,110,8.583005244,2812,2520,3041.5,197567.6667,3612,197567.6667,3568,1,3,0.75965266,11,0,0.466070017,2,3.63758616,4.700480366,2,3,7,9,South America,Europe Tier 1,Right,Defensive Midfield
86,173731,G. Bale,Gareth Frank Bale,37.5,250,8.770329614,4140,3784,3361.5,183789,1681.5,146325,2283,11,5,1.238612991,4,0,1,2,3.624340933,5.521460918,4,3,10,10,Europe,Europe Tier 1,Left,"Attacking Midfield,Forward"
87,220814,L. Hernández,Lucas Hernández,37.5,110,7.591663047,3280,1457.5,2449.5,119303.3333,3444,183789,1569,1,0,0.309691494,6,0,0.974021674,1,3.624340933,4.700480366,3,3,9,10,Europe,Europe Tier 1,Left,Defense
88,192774,K. Manolas,Kostas Manolas,37.5,100,8.583005244,3361.5,312,881.5,71999.66667,3697.5,177146.6667,2988,2,1,0.709005545,6,0,1.190223664,1,3.624340933,4.605170186,3,2,7,9,Europe,Europe Tier 1,Right,Defense
89,198706,Luis Alberto,Luis Alberto Romero Alconchel,37.5,80,8.198039027,2520,2887.5,3527.5,204708,1200,68459.33333,2221,5,6,1.077468797,6,1,0.585786438,3,3.624340933,4.382026635,2,3,6,7,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
90,232432,L. Jovic,Luka Jovic,36,150,7.16515139,2964,3361.5,2311.5,177146.6667,420,135074.3333,3203,27,6,1.259766775,2,0,1.087129066,5,3.583518938,5.010635294,1,5,10,10,Europe,Europe Tier 1,Right,Forward
91,210514,João Cancelo,João Pedro Cavaco Cancelo,36.5,150,8,4049.5,2112,3199.5,197567.6667,3041.5,119303.3333,2446,1,5,0.782838772,6,0,0.80477138,2,3.597312261,5.010635294,2,3,9,10,Europe,Europe Tier 1,Right,"Defensive Midfield,Defense"
92,201995,Felipe Anderson,Felipe  Anderson Pereira Gomes,36.5,120,8.198039027,3960,2964,3120,234989.3333,1512,75660,3054,9,4,0.75965266,3,0,0.245883969,6,3.597312261,4.787491743,3,4,4,5,South America,Europe Tier 1,Right,"Attacking Midfield,Forward"
93,168542,David Silva,David Josué Jiménez Silva,36,275,9.489125293,2112,2737.5,3871.5,234989.3333,1351.5,61730.66667,3131,9,10,0.987260614,3,0,0.65160029,3,3.583518938,5.616771098,4,2,9,10,Europe,Europe Tier 1,Left,Midfield (Attacking/Defensive)
94,226271,Fabián,Fabián Ruiz Peña,36,80,7.591663047,2112,3041.5,3041.5,190595.3333,2737.5,109502.6667,2904,6,4,1.274523768,3,1,0.974021674,3,3.583518938,4.382026635,1,4,7,9,Europe,Europe Tier 1,Left,Midfield (Attacking/Defensive)
95,231677,M. Rashford,Marcus Rashford,35,120,7.16515139,4231.5,3361.5,2664,197567.6667,1012,152177.3333,3069,12,6,1.22150105,4,1,0.759652631,3,3.555348061,4.787491743,2,3,7,8,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
96,226226,G. Lo Celso,Giovani Lo Celso,35,100,7.591663047,2964,3041.5,3361.5,204708,2112,124415.6667,2963,14,5,1.131255491,9,0,0.549047491,7,3.555348061,4.605170186,1,3,2,5,South America,Europe Tier 1,Left,"Attacking Midfield,Forward"
97,205175,A. Milik,Arkadiusz Milik,35,90,8,2380,3612,2047.5,146325,760,135074.3333,2973,19,4,1.34061952,6,0,1.03551435,4,3.555348061,4.49980967,3,3,7,9,Europe,Europe Tier 1,Left,Forward
98,167664,G. Higuaín,Gonzalo Gerardo Higuaín,34.5,170,9.135528726,1984,3612,2520,170666.3333,480,119303.3333,2846,13,2,1.427401667,4,1,0.75965266,1,3.540959324,5.135798437,4,4,10,10,South America,Europe Tier 1,Right,Forward
99,211300,A. Martial,Anthony Martial,34.5,140,7.591663047,3960,3280,2591.5,212018.3333,840,119303.3333,2131,11,2,0.987260614,3,0,0.585786438,2,3.540959324,4.941642423,3,3,7,8,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
100,226110,N. Pépé,Nicolas Pépé,34.5,100,7.797958971,4140,3280,2812,204708,544,100254,3332,22,11,1.012270392,1,0,0.65160029,13,3.540959324,4.605170186,1,3,7,7,Africa,Europe Tier 1,Left,"Attacking Midfield,Forward"
101,212188,T. Werner,Timo Werner,34.5,70,7.591663047,4231.5,3280,2244,190595.3333,612,109502.6667,2615,16,7,1.22150105,1,0,0.681239039,5,3.540959324,4.248495242,3,4,6,8,Europe,Europe Tier 1,Right,"Attacking Midfield,Forward"
102,192629,Iago Aspas,Iago Aspas Juncal,34.5,50,9.135528726,3041.5,3527.5,2964,204708,612,87381,2262,20,6,0.945907433,5,0,0.549047491,6,3.540959324,3.912023005,2,3,4,5,Europe,Europe Tier 1,Left,"Attacking Midfield,Forward"
